PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P04096,Velachery,1754,9/11/2010,177,2,1,4,AbNormal,No,22-11-1957,House,NoSeWa,No Access,I,3.6,3.4,3.9,3.6,241096,85093,7091060
P09011,Anna Nagar,1766,16-05-2007,61,1,1,4,Family,Yes,23-05-1976,Others,ELO,No Access,RL,4.3,2.1,4.7,3.91,526460,78969,13161500
P09451,Velachery,1656,30-11-2006,25,2,1,4,AbNormal,Yes,2/12/1998,Commercial,NoSeWa,Gravel,C,5,2.9,3,3.46,538772,170139,14178210
P00396,Chrompet,805,16-05-2014,185,1,1,3,Family,No,23-05-1985,Commercial,NoSeWa,No Access,RH,3.7,2.2,3.5,3.04,238365,141254,8828350
P02023,Karapakkam,726,23-12-2011,181,1,1,2,Normal Sale,No,4/1/1963,Commercial,NoSeWa,Paved,RH,2.6,4,4.5,3.78,249043,78645,6553750
P03842,Karapakkam,1228,1/1/2011,33,1,1,3,AdjLand,No,13-01-1963,Commercial,AllPub,Paved,RM,3.2,3.5,4.8,3.93,535717,174928,10933000
P02297,Anna Nagar,1995,29-10-2011,19,2,1,5,Family,No,4/11/1985,Commercial,ELO,Paved,RH,2.3,3.9,4.9,3.74,595977,287713,20550920
P04040,Karapakkam,931,18-11-2010,88,1,1,3,Partial,No,28-11-1968,Commercial,NoSeWa,Paved,RL,2.2,3,3.7,3.04,404625,80925,8092500
P06817,Chrompet,737,14-05-2009,145,1,1,2,Family,No,23-05-1972,Others,AllPub,No Access,RH,4.5,2.3,3.2,3.23,166321,41580,5940040
P08979,Velachery,1762,25-05-2007,28,2,1,4,Normal Sale,Yes,27-05-1999,Commercial,ELO,Pavd,I,4.2,4.8,2.4,3.93,536849,193862,14912460
P09449,Velachery,1726,30-11-2006,40,2,1,4,Partial,Yes,5/12/1987,Commercial,AllPub,Paved,I,3.9,4.2,3.2,3.83,448605,202596,14471130
P00687,T Nagar,1915,16-10-2013,4,2,1,5,Family,Yes,21-10-1993,Others,AllPub,Paved,RL,4.3,2,3.2,3.23,497975,165992,15090150
P01413,Chrompet,729,23-05-2012,116,1,1,2,Normal Sale,Yes,1/6/1977,Others,ELO,Gravel,RH,3.3,4.8,3,3.81,197975,134623,7918980
P06509,Karapakkam,1653,3/8/2009,16,2,2,4,Partial,No,9/8/1985,Commercial,AllPub,No Access,RH,2.1,4.2,4.8,3.81,359936,179968,11248000
P05114,Chrompet,1261,28-04-2010,130,2,1,4,Family,Yes,30-04-2002,Commercial,NoSewr ,Gravel,RH,4.7,2.6,3.6,3.53,436282,75221,15044200
P01569,Velachery,1744,16-03-2012,86,2,1,4,AbNormal,No,19-03-2000,House,AllPub,Paved,RL,2.6,4.1,3.6,3.58,385027,78980,9872490
P06013,Adyar,791,10/11/2009,143,1,1,2,AbNormal,No,11/11/2004,House,NoSewr ,Paved,RH,4.7,2.8,4,3.97,264934,103030,7359275
P06501,KK Nagar,2199,5/8/2009,124,3,2,5,AdjLand,Yes,8/8/1998,House,NoSeWa,Gravel,RL,4.9,2.3,3,3.36,621684,164936,12687420
P08596,Velachery,1915,27-10-2007,99,3,2,5,AbNormal,No,3/11/1977,House,NoSewr ,No Access,A,2.7,2.4,3.4,2.78,230929,97970,6997850
P00002,Chrompet,857,17-02-2015,58,1,1,3,Family,Yes,21-02-1997,House,ELO,Paved,RH,3.9,2.5,3.9,3.34,201206,38694,7738700
P04329,Anna Nagar,1853,22-09-2010,160,2,1,5,Partial,Yes,23-09-2004,Commercial,AllPub,Paved,RL,2.1,4.7,3.2,3.19,535931,278684,21437220
P04371,Anna Nagar,1701,14-09-2010,141,1,1,4,AbNormal,No,22-09-1978,House,NoSewr ,Gravel,RL,3.5,2.9,4.8,3.87,365566,109670,12185540
P06389,Chrompet,963,30-08-2009,104,1,1,3,Partial,No,9/9/1970,Commercial,AllPub,No Access,RM,4.7,4.2,2,3.69,370394,44896,11224050
P07401,Anna Nagar,1889,24-11-2008,118,2,1,5,Normal Sale,Yes,3/12/1974,House,AllPub,No Access,RL,2.5,3.5,4,3.35,391259,91294,13041980
P09440,Velachery,1544,5/12/2006,185,2,1,4,AdjLand,Yes,18-12-1954,House,NoSewr ,No Access,C,3,4,3.1,3.48,220795,66239,7359840
P00560,Chrompet,916,5/1/2014,181,1,1,3,Normal Sale,Yes,8/1/2002,Commercial,NoSewr ,No Access,RM,4.7,3.1,3.2,3.61,375048,200026,12501600
P02827,Karapakkam,1175,18-07-2011,98,1,1,3,Partial,No,19-07-2006,House,ELO,Gravel,RH,2,2.6,3.1,2.62,275930,75881,6898250
P04856,Anna Nagar,1966,18-06-2010,125,2,1,5,AdjLand,Yes,23-06-1990,House,AllPub,Paved,RL,2.3,5,4.4,3.815,584890,116978,14622250
P07044,KK Nagar,2292,12/3/2009,152,4,2,6,AdjLand,No,18-03-1985,Others,NoSewr ,Paved,RM,5,2,3.1,3.34,389902,116970,12996720
P03676,Anna Nagar,1781,2/2/2011,177,1,1,4,Partial,No,12/2/1970,House,NoSeWa,No Access,RM,3.6,4.4,3.7,3.84,320052,125735,11430420
P02070,Karapakkam,1075,15-12-2011,180,1,1,3,Partial,No,19-12-1994,Commercial,NoSewr ,Gravel,A,3,2.7,3.4,3.07,256420,98043,7541750
P07057,Chrompet,1056,8/3/2009,94,1,1,3,Family,Yes,11/3/1999,House,NoSewr ,Gravel,RH,3.1,3.1,4.7,3.58,233548,93419,9341900
P04358,Chrompet,948,16-09-2010,132,1,1,3,AbNormal,No,21-09-1988,Others,NoSeWa,Gravel,RH,2.8,3.7,2.2,2.98,244778,122389,8159260
P07529,Chrompet,1002,13-10-2008,60,1,1,3,Normal Sale,No,22-10-1972,Commercial,NoSeWa,Paved,RL,2.7,2.2,4.1,2.92,368486,115152,11515200
P06271,Karapakkam,823,24-09-2009,125,1,1,2,Partial,Yes,3/10/1972,Others,NoSewr ,Paved,RH,2.8,4.2,5,4.1,250414,57788,6420875
P00342,Chrompet,856,23-06-2014,158,1,1,3,AbNormal,No,29-06-1990,Commercial,AllPub,No Access,RH,2.5,4.5,2.6,3.33,280041,154506,9656600
P05803,KK Nagar,1432,20-12-2009,101,2,1,4,Normal Sale,No,27-12-1981,House,NoSeWa,Paved,RM,2.9,4.2,4.1,3.77,446258,223129,8925160
P05840,Adyar,742,12/12/2009,191,1,1,2,AbNormal,Yes,18-12-1986,Others,ELO,No Access,C,2.9,2,2.2,2.37,223389,6038,6037545
P06996,KK Nagar,1743,29-03-2009,98,2,1,4,Normal Sale,Yes,31-03-2001,Others,AllPub,Paved,RH,2.7,3.1,3.7,3.22,544131,108826,10882620
P04785,KK Nagar,2311,1/7/2010,56,4,2,6,AbNormal,No,4/7/1999,Others,NoSeWa,Gravel,RL,2.9,4.2,4.6,3.97,600878,294047,12784640
P01781,Karapakkam,1055,9/2/2012,147,1,1,3,Family,No,21-02-1964,Commercial,ELO,Gravel,I,4.3,2.2,3.2,3.23,298220,169260,8060000
P04957,Velachery,1641,27-05-2010,2,2,1,4,Partial,Yes,29-05-2001,Commercial,NoSewr ,Gravel,RM,2.4,2.4,3.5,2.73,500262,161375,16137480
P02454,Karapakkam,690,1/10/2011,48,1,1,2,Family,Yes,7/10/1987,Commercial,ELO,Paved,C,3.7,2,4.3,3.43,264163,83759,6443000
P01354,Chrompet,756,11/7/2012,76,1,1,2,AbNormal,Yes,15-07-1998,Others,AllPub,Gravel,RM,4.8,4.2,3.8,4.26,249006,69722,9960220
P09861,Velachery,1704,26-01-2005,74,2,1,4,AbNormal,No,31-01-1986,Others,AllPub,Paved,RM,4.5,2.2,3.2,3.08,349006,218129,10906430
P05883,Karapakkam,680,5/12/2009,100,1,1,2,Family,No,16-12-1965,House,NoSeWa,No Access,I,4,4.1,2.9,3.59,142968,64676,3404000
P00421,Anna Nagar,1734,28-04-2014,157,1,1,4,AbNormal,No,6/5/1981,Others,NoSeWa,No Access,RM,2.4,4.2,2.3,2.81,494675,126840,12683980
P08912,Adyar,1033,22-06-2007,200,1,1,3,Partial,Yes,29-06-1977,Others,NoSewr ,No Access,I,4.5,2.1,4.9,4.22,306183,8057,8057450
P06253,Karapakkam,757,28-09-2009,123,1,1,2,Partial,Yes,7/10/1972,Commercial,AllPub,Paved,RM,3.3,3.4,3.6,3.45,445643,136421,9094750
P06285,Velachery,1912,21-09-2009,169,3,2,5,AdjLand,Yes,4/10/1958,Others,ELO,Paved,C,4.9,4.8,2.9,4.26,360413,100115,10011470
P02584,Chrompet,845,7/9/2011,9,1,1,3,Family,No,14-09-1982,Others,NoSeWa,No Access,RH,4.5,4.5,3.5,4.2,215127,39114,6519000
P08311,Chrompet,1275,18-02-2008,146,2,1,4,AdjLand,No,27-02-1970,Commercial,ELO,Paved,RL,3,4.8,3.9,3.99,378235,154096,14008700
P09420,Chrompet,1173,15-12-2006,198,1,1,3,Partial,Yes,18-12-1995,House,NoSeWa,No Access,RM,3,3,2.8,2.94,258192,114752,9562650
P08269,KK Nagar,1502,6/3/2008,6,2,1,4,Normal Sale,No,10/3/1995,House,NoSewr ,Gravel,RL,2.6,4,2.1,2.82,373034,214495,9325860
P02461,Chrompet,1187,30-09-2011,170,1,1,3,Partial,Yes,3/10/1998,Commercial,ELO,No Access,RL,3.4,4.9,3.8,4.12,419552,203009,13533950
P04126,Anna Nagar,1889,1/11/2010,104,2,1,5,Partial,No,3/11/2002,Commercial,AllPub,Paved,RL,2.9,3.3,3.5,3.24,807579,352022,20707160
P06441,T Nagar,1853,19-08-2009,167,2,1,5,Partial,No,24-08-1989,House,NoSeWa,No Access,RL,4.6,2.9,4.5,4.13,421139,81888,11698300
P02887,Adyar,603,5/7/2011,181,1,1,2,AbNormal,No,15-07-1971,House,NoSewr ,Paved,I,4,4.2,3.6,3.84,202996,64104,5342000
P05037,KK Nagar,2172,13-05-2010,5,3,2,5,Normal Sale,Yes,19-05-1987,Commercial,AllPub,Paved,RH,2.9,2.2,2.6,2.57,808102,343873,17193660
P02946,Anna Nagar,1507,25-06-2011,193,1,1,4,Partial,No,28-06-1996,Commercial,AllPub,Paved,RL,4.5,2.8,3.3,3.595,449658,86473,17294550
P04102,Karapakkam,692,7/11/2010,133,1,1,2,Normal Sale,No,9/11/2003,Commercial,ELO,Paved,RH,3.6,2.5,2.6,2.87,223976,76992,6999250
P01772,Velachery,1897,10/2/2012,90,3,2,5,Partial,No,21-02-1966,House,ELO,Gravel,C,4.5,3.2,2.5,3.32,303148,87753,7977570
P07425,Velachery,1607,13-11-2008,119,2,1,4,Normal Sale,No,27-11-1954,Others,ELO,Paved,RH,3.6,3.9,2.5,3.41,341151,179104,8528780
P03063,KK Nagar,1607,2/6/2011,186,2,1,4,AdjLand,Yes,9/6/1981,Commercial,AllPub,Paved,RH,2.7,3.3,4.3,3.52,497343,142098,14209800
P07205,Anna Nagar,1853,22-01-2009,51,2,1,5,Family,No,1/2/1969,Others,NoSeWa,Gravel,RH,4.4,3.1,3.3,3.635,351719,130266,13026640
P07440,Chrompet,1121,8/11/2008,32,1,1,3,AdjLand,Yes,10/11/2003,Others,NoSeWa,No Access,RM,3.3,3.5,4.5,3.74,269218,43075,10768720
P03027,KK Nagar,2279,12/6/2011,147,4,2,6,AbNormal,Yes,18-06-1985,Others,AllPub,Gravel,RL,3.7,2.4,4,3.43,434653,312407,13582900
P09441,Adyar,729,5/12/2006,90,1,1,2,Normal Sale,No,7/12/1996,Others,AllPub,No Access,RH,3,4,2.4,2.9,212460,89096,6853550
P06314,Adyar,794,15-09-2009,75,1,1,2,Partial,No,23-09-1976,Commercial,NoSeWa,Gravel,RH,5,4.2,4.9,4.79,377944,132791,10214695
P02165,Chrompet,800,26-11-2011,46,1,1,2,Normal Sale,Yes,29-11-1998,Commercial,ELO,Paved,RM,2.2,3.4,4.5,3.37,297519,107107,11900750
P01404,Chrompet,1292,31-05-2012,193,2,1,4,AbNormal,No,5/6/1993,Others,ELO,Gravel,RL,2.2,2.4,2.4,2.34,298969,92784,10309290
P05685,Adyar,831,12/1/2010,26,1,1,3,AbNormal,No,16-01-1994,Others,ELO,No Access,RL,3,4.6,3,3.32,245012,68910,7656640
P08630,Velachery,1850,14-10-2007,114,3,2,5,Partial,Yes,23-10-1970,Commercial,NoSeWa,No Access,RM,4.2,3.3,2,3.14,566877,267692,15746590
P01850,Karapakkam,1454,27-01-2012,79,2,2,4,Partial,No,3/2/1982,House,AllPub,Paved,C,3.8,2.4,2.9,3.02,227351,134079,5829500
P05218,Chrompet,1053,9/4/2010,177,1,1,3,Normal Sale,No,10/4/2006,Commercial,ELO,Paved,RL,4.6,3,3.1,3.51,399578,112381,12486800
P06756,Adyar,1115,4/6/2009,81,1,1,3,AbNormal,Yes,14-06-1971,House,AllPub,No Access,RM,2.2,4.2,3,3,362429,48977,9795370
P04661,KK Nagar,1498,24-07-2010,131,2,1,4,AdjLand,No,31-07-1983,Others,AllPub,Paved,RH,2.2,4.2,2.3,2.84,424086,162416,9023100
P00108,Chrompet,992,7/12/2014,152,1,1,3,AdjLand,Yes,12/12/1993,House,ELO,Gravel,RM,3.9,4.4,4.5,4.28,344604,156638,10442550
P05494,Karapakkam,520,14-02-2010,189,1,1,2,Partial,Yes,25-02-1966,House,ELO,Paved,I,2.5,3.5,2.6,2.84,151235,43210,4321000
P07082,Adyar,833,2/3/2009,87,1,1,3,Partial,No,11/3/1975,Commercial,AllPub,Gravel,RL,3.1,4.6,2.2,2.95,338412,112804,11280410
P01048,Chrompet,1114,28-01-2013,22,1,1,3,AdjLand,No,2/2/1994,Commercial,NoSeWa,Gravel,RL,3.3,3.9,3.5,3.6,420107,230381,13551850
P02520,Karapakkam,753,17-09-2011,23,1,1,2,AdjLand,Yes,25-09-1978,Commercial,ELO,Paved,RL,2.8,3.2,4.5,3.6,413541,167176,8798750
P08776,Anna Nagar,1705,24-08-2007,51,1,1,4,AbNormal,Yes,29-08-1985,House,AllPub,No Access,RH,4.6,3.2,4.2,4.09,401654,59067,11813340
P07074,Adyar,934,4/3/2009,147,1,1,3,Normal Sale,Yes,6/3/2001,Commercial,AllPub,Gravel,C,4.2,2.1,2.8,3.08,373014,12033,12032720
P01906,Karapakkam,1101,16-01-2012,78,1,1,3,Normal Sale,Yes,23-01-1981,House,NoSewr ,Gravel,RH,4.6,2.6,2.3,3.08,369828,61638,7704750
P05144,Chrompet,1104,21-04-2010,32,1,1,3,Family,Yes,24-04-1998,Commercial,NoSewr ,Paved,RM,4.9,3.1,2.3,3.4,431850,115160,14395000
P08323,Chrompet,1085,15-02-2008,136,1,1,3,Family,No,20-02-1987,Others,NoSeWa,Gravel,RH,3.5,3.8,2.2,3.23,217920,139469,8716800
P04946,Chrompet,1015,29-05-2010,85,1,1,3,AdjLand,Yes,8/6/1971,Commercial,AllPub,Paved,RL,3.1,2.6,2.3,2.66,326911,222300,13076450
P04739,Karapakkam,1389,6/7/2010,182,2,2,4,Family,Yes,17-07-1967,House,NoSewr ,Paved,RM,3.3,3.9,2.3,3.08,425460,150684,8863750
P05675,Chrompet,1179,14-01-2010,122,1,1,3,Partial,No,16-01-2003,Others,AllPub,Gravel,RM,4.2,2.4,3.4,3.24,278108,53482,10696480
P00115,Chrompet,855,4/12/2014,146,1,1,3,Partial,Yes,6/12/2007,Others,ELO,Gravel,RL,3.3,2,4.3,3.08,280638,112255,9354600
P03207,Adyar,897,5/5/2011,168,1,1,3,AbNormal,No,8/5/1996,Others,NoSeWa,Gravel,RM,4.7,3.2,3.2,3.65,325064,39402,9850425
P00771,Anna Nagar,1762,6/8/2013,113,1,1,4,AdjLand,No,14-08-1981,Others,AllPub,Gravel,RH,4.8,2.1,3.9,3.765,482661,67036,13407250
P04834,Chrompet,726,22-06-2010,114,1,1,2,Partial,No,23-06-2004,Commercial,NoSewr ,Gravel,RL,4.2,4.5,4.7,4.47,331843,31110,10370100
P05533,Chrompet,1285,7/2/2010,98,2,1,4,AbNormal,Yes,17-02-1970,Commercial,NoSewr ,Gravel,RM,3.9,4.5,2.7,3.78,479460,127856,15982000
P08155,Chrompet,940,7/4/2008,50,1,1,3,Partial,No,11/4/1994,Commercial,NoSewr ,Paved,RL,4.3,3.2,3.3,3.56,318066,193112,11359500
P04103,Anna Nagar,1914,7/11/2010,121,2,1,5,Family,Yes,11/11/1992,House,AllPub,Paved,RM,3.3,2.2,4.2,3.385,507483,231992,14499510
P06954,Adyar,1285,8/4/2009,96,2,2,4,AdjLand,No,15-04-1982,Commercial,ELO,No Access,A,3.6,3.5,4.3,3.93,406484,119554,11955405
P08229,Chrompet,707,17-03-2008,124,1,1,2,Partial,No,23-03-1985,House,ELO,Paved,RM,2.8,4.8,4.6,4.14,178346,35669,7133850
P00607,Chrompet,939,1/12/2013,191,1,1,3,Normal Sale,Yes,9/12/1982,Commercial,AllPub,No Access,RM,3.8,4.9,2.1,3.73,311491,99677,12459650
P09461,T Nagar,1911,28-11-2006,194,2,1,5,AbNormal,No,5/12/1976,Commercial,NoSeWa,Gravel,RL,3.3,2.9,4.8,3.875,594167,339524,21220250
P01350,Anna Nagar,1697,18-07-2012,126,1,1,4,Family,No,26-07-1982,Others,NoSeWa,Paved,RL,2.6,3.3,4.8,3.655,361925,199683,12480160
P00617,Chrompet,740,25-11-2013,112,1,1,2,Normal Sale,Yes,27-11-2004,House,AllPub,Gravel,RL,5,4.9,3.6,4.54,243074,54017,9002750
P03342,T Nagar,1639,11/4/2011,42,1,1,4,Partial,No,18-04-1980,House,ELO,Gravel,RM,3.6,3.4,2.8,,337157,192661,12041320
P03208,Chrompet,1210,5/5/2011,124,2,1,4,AbNormal,No,14-05-1972,House,AllPub,Gravel,RM,2.7,4.7,4.2,3.95,299018,109640,9967250
P05762,Karapakkam,1467,26-12-2009,127,2,2,4,Family,Yes,30-12-1994,House,ELO,No Access,A,2.6,3,2,2.48,234920,80217,5729750
P05780,Karapakkam,1412,23-12-2009,40,2,2,4,Ab Normal,No,27-12-1995,Commercial,AllPub,No Access,RM,4.8,3.3,4.4,4.19,513634,198450,11673500
P06058,Chrompet,1124,31-10-2009,24,1,1,3,AdjLand,No,6/11/1985,Commercial,NoSeWa,No Access,RM,3.8,2.4,4.3,3.39,377887,78184,13030600
P06934,Anna Nagar,1996,15-04-2009,132,2,1,5,Normal Sale,No,23-04-1976,Commercial,ELO,No Access,RL,4,3.3,3.5,3.625,577327,288663,20618810
P02147,Karapakkam,1632,30-11-2011,71,2,2,4,AdjLand,No,12/12/1961,Others,ELO,No Access,I,3.1,4.1,3.9,3.72,204825,129723,6827500
P01063,Chrompet,1021,16-01-2013,169,1,1,3,Normal Sale,No,22-01-1991,Others,NoSeWa,Paved,RM,4.4,3.2,4.6,3.98,280148,149412,9338270
P05552,Karapakkam,1448,4/2/2010,198,2,2,4,Partial,No,14-02-1971,Commercial,AllPub,Gravel,RM,3.3,3.7,3.1,3.34,367568,232793,12252250
P07068,KK Nagar,2450,7/3/2009,142,4,2,6,Family,No,14-03-1983,House,AllPub,Gravel,RL,3.7,4.3,2.3,3.32,442798,299188,11967520
P08310,Chrompet,941,19-02-2008,92,1,1,3,AdjLand,Yes,24-02-1988,House,AllPub,Gravel,RL,3.5,3.4,3.6,3.49,296040,69076,9868000
P04843,KK Nagar,1412,20-06-2010,177,2,1,4,AbNormal,Yes,26-06-1985,Others,NoSewr ,Paved,RM,3.4,4.8,5,4.46,533907,138816,10678140
P05467,Chrompet,1153,19-02-2010,136,1,1,3,Normal Sale,No,24-02-1990,Commercial,ELO,No Access,RM,2,2.3,3.2,2.48,424604,167268,12866800
P02564,T Nagar,1690,11/9/2011,113,1,1,4,Partial,Yes,16-09-1988,Commercial,ELO,Paved,RL,4.5,4.2,4.7,4.515,781044,370996,19526110
P05002,KK Nagar,1307,19-05-2010,88,1,1,3,Partial,Yes,22-05-1998,Others,NoSeWa,Gravel,RH,4,4.6,2.6,3.62,315275,111273,9272780
P09911,Velachery,1635,26-10-2004,15,2,1,4,Family,Yes,7/11/1957,House,NoSewr ,Gravel,RH,4,2.3,4.9,3.51,287115,143557,9570490
P00658,Chrompet,772,2/11/2013,114,1,1,2,AdjLand,Yes,6/11/1996,Commercial,ELO,No Access,RH,4.2,4.1,2.9,3.77,283700,172247,10132150
P06095,Karapakkam,1438,24-10-2009,168,2,2,4,Partial,Yes,5/11/1963,Commercial,NoSewr ,Gravel,RL,4.6,3.3,3.4,3.73,607282,111542,12393500
P02660,T Nagar,1505,24-08-2011,83,1,1,4,AbNormal,Yes,1/9/1977,House,ELO,No Access,RL,4.3,4,2.4,3.37,443455,177382,11086380
P03703,Karapakkam,1635,28-01-2011,8,2,2,4,Family,No,4/2/1984,House,NoSewr ,Paved,RM,4.1,4.1,2.8,3.58,432217,176415,8820750
P01931,Anna Nagar,1631,13-01-2012,121,1,1,4,AbNormal,Yes,18-01-1991,Others,ELO,No Access,RH,4.5,2.5,4.9,4.16,392056,171525,12251750
P00883,T Nagar,1585,26-05-2013,36,1,1,4,AdjLand,Yes,5/6/1972,House,ELO,Paved,RH,5,4.8,5,4.95,343021,189253,11828320
P01119,Chrompet,1117,11/12/2012,10,1,1,3,Normal Sale,No,16-12-1995,Commercial,NoSeWa,Gravel,RH,3.3,3.7,4.3,3.76,368444,203279,12704950
P02006,Karapakkam,1296,28-12-2011,190,1,1,3,Partial,Yes,3/1/1985,Commercial,NoSeWa,Gravel,RH,3.4,4.4,4.1,3.98,483116,202235,11235250
P00871,Chrompet,1238,4/6/2013,178,2,1,4,AbNormal,No,14-06-1974,Others,NoSeWa,Gravel,RH,2.6,3.4,4.2,3.4,249974,157391,9258310
P07466,KK Nagar,1859,1/11/2008,54,3,2,5,AdjLand,Yes,8/11/1980,Commercial,NoSeWa,Gravel,RH,3.8,4.4,2.4,3.42,624739,336398,16018960
P07111,KK Nagar,2239,20-02-2009,172,4,2,6,Normal Sale,No,25-02-1990,House,NoSewr ,Gravel,RL,3.9,4.3,2.6,3.5,474107,185017,11563580
P05007,Velachery,1771,18-05-2010,109,2,1,4,AdjLand,No,27-05-1975,House,AllPub,Gravel,A,2.3,5,4.4,4.15,292667,56908,8129650
P03829,Adyar,626,5/1/2011,186,1,1,2,Partial,Yes,14-01-1975,House,ELO,Gravel,A,3.3,4.8,3.4,3.65,157549,47265,5251640
P00784,Chrompet,978,26-07-2013,183,1,1,3,AbNormal,No,5/8/1974,Others,NoSewr ,Gravel,RH,4.4,4.2,3.2,3.96,204903,114746,8196110
P04492,T Nagar,1586,21-08-2010,23,1,1,4,AdjLand,No,29-08-1976,House,NoSeWa,No Access,RH,2.9,2.5,4.3,3.43,379590,61555,10259180
P08462,Chrompet,1196,24-12-2007,116,1,1,3,AbNormal,No,25-12-2002,Others,AllPub,Gravel,RM,3.5,4.5,4.3,,289517,189300,11135270
P08971,Chrompet,1225,30-05-2007,85,2,1,4,AbNormal,Yes,31-05-2000,Others,AllPub,Gravel,RH,3.8,4.5,4.7,,300146,177864,11116500
P07699,Chrompet,812,29-08-2008,81,1,1,3,Partial,Yes,31-08-2003,House,AllPub,Gravel,RM,4,2.4,3.5,3.21,318891,106297,9663350
P06317,Karapakkam,1436,14-09-2009,28,2,2,4,AbNormal,No,25-09-1967,Commercial,AllPub,Gravel,RL,4.5,4.5,2.9,3.86,401183,106196,11799500
P04478,Karapakkam,1019,23-08-2010,90,1,1,3,Normal Sale,Yes,4/9/1963,Commercial,NoSewr ,Gravel,RL,4.6,2.9,5,4.25,377001,125667,10472250
P07845,Chrompet,1203,15-07-2008,107,2,1,4,AdjLand,Yes,25-07-1970,Commercial,AllPub,No Access,RH,4.7,3.1,2.8,3.49,337288,188881,13491500
P00758,Chrompet,1027,16-08-2013,94,1,1,3,AdjLand,No,23-08-1985,Commercial,AllPub,No Access,RL,5,2.8,2.1,3.25,307512,141929,11827400
P09632,Velachery,1974,24-05-2006,124,3,2,5,AdjLand,Yes,6/6/1955,House,NoSeWa,Paved,RL,3.7,2.8,4.2,3.45,430247,220639,11031970
P09772,Velachery,1746,21-08-2005,195,2,1,4,AbNormal,Yes,27-08-1980,House,AllPub,No Access,RL,2.5,3,4.8,3.42,368674,149462,9964150
P02418,KK Nagar,1711,8/10/2011,134,2,1,4,AdjLand,No,14-10-1985,Others,NoSewr ,Paved,RL,2.1,4.7,2.9,3.2,430455,81992,10248940
P02879,T Nagar,1918,7/7/2011,150,2,1,5,Family,Yes,17-07-1969,House,ELO,No Access,RL,2.3,2.8,4.1,3.235,490397,163466,12574290
P05249,Karapakkam,1083,2/4/2010,114,1,1,3,Normal Sale,No,5/4/1997,Others,AllPub,Paved,A,2.6,4.7,2.1,3.03,196056,56753,5159375
P01948,Karapakkam,826,9/1/2012,139,1,1,2,AdjLand,No,12/1/1998,Others,NoSewr ,Paved,A,4.7,4.6,4.8,4.71,209081,92925,4646250
P02531,Velachery,1624,16-09-2011,109,2,1,4,Normal Sale,No,26-09-1971,Others,NoSewr ,Paved,RH,2.4,4.2,3.1,3.42,289018,108382,9031800
P00628,Chrompet,1122,21-11-2013,139,1,1,3,AdjLand,No,28-11-1985,Commercial,AllPub,Paved,RL,3.4,2.9,4.6,3.56,408592,210886,13180400
P00665,Ana Nagar,1906,30-10-2013,169,2,1,5,AdjLand,No,9/11/1972,Commercial,NoSeWa,Paved,RH,2.7,4.8,2.2,3.025,600629,260273,20020970
P02779,Chrompet,849,30-07-2011,132,1,1,3,Normal Sale,No,7/8/1979,Others,NoSeWa,Paved,RH,2.3,2.4,4,2.85,190651,84734,7061130
P03577,Anna Nagar,1793,24-02-2011,108,1,1,4,AdjLand,Yes,3/3/1983,House,NoSeWa,Paved,RH,4.8,4.7,3.5,4.255,448462,179385,12813210
P09950,Velachery,1936,18-07-2004,198,3,2,5,Family,Yes,21-07-1995,House,NoSewr ,Gravel,I,4.7,3.2,3.2,3.58,354335,139587,10737430
P05373,Velachery,1956,7/3/2010,141,3,2,5,AdjLand,Yes,18-03-1966,House,AllPub,No Access,I,4.7,3.4,3.8,3.85,297316,67136,9590830
P02590,KK Nagar,1778,6/9/2011,147,3,2,5,AbNormal,Yes,13-09-1981,House,AllPub,Gravel,RH,3.3,4.2,4.7,4.13,357068,220542,10502000
P03755,Karapakkam,1075,15-01-2011,75,1,1,3,AbNormal,No,16-01-2005,Commercial,NoSeWa,Paved,I,4.5,2.7,3.8,3.68,290479,136696,8543500
P05327,Karapakkam,541,16-03-2010,124,1,1,2,Family,Yes,21-03-1989,Others,AllPub,No Access,I,2.9,2.1,4.6,3.34,171294,73412,4894125
P00720,Chrompet,1166,15-09-2013,110,1,1,3,Family,No,19-09-1997,Commercial,NoSeWa,Gravel,RM,3.4,4.4,4.5,4.13,370453,185227,14248200
P03630,Karapakkam,533,11/2/2011,84,1,1,2,AbNormal,No,17-02-1987,Others,NoSeWa,Paved,A,3.8,2.6,2.6,2.96,126016,33004,3000375
P05864,Chrompet,738,8/12/2009,76,1,1,2,AdjLand,Yes,16-12-1977,House,AllPub,Paved,RH,3.8,3.2,3.5,3.47,191515,38303,7660600
P06973,T Nagar,1771,2/4/2009,110,1,1,4,AbNormal,Yes,6/4/1993,Commercial,ELO,Paved,RL,3.6,2.6,3.8,3.44,823645,370640,20591120
P07218,Anna Nagar,1687,18-01-2009,72,1,1,4,Family,Yes,26-01-1978,House,AllPub,No Access,RH,5,4.7,2.7,4.005,376450,68445,11407570
P04292,KK Nagar,1970,29-09-2010,134,3,2,5,Partial,No,30-09-2004,Commercial,NoSeWa,Paved,RH,3.4,4.9,3.3,3.81,493321,224237,14949120
